word;word_fr_accent
preferent;préfèrent
preferentiel;préférentiel
preferentielle;préférentielle
preferentiellement;préférentiellement
preferentielles;préférentielles
preferentiels;préférentiels
preferer;préférer
preferes;préférés
prefet;préfet
prefets;préfets
prefigurait;préfigurait
prefigurant;préfigurant
prefiguration;préfiguration
prefigurer;préfigurer
prefixation;préfixation
prefixes;préfixes
preformage;préformage
preformation;préformation
preforme;préforme
preformee;préformée
preformes;préformes
prefrontal;préfrontal
prefrontales;préfrontales
pregnance;prégnance
pregnant;prégnant
pregnante;prégnante
prehenseur;préhenseur
prehenseurs;préhenseurs
prehensile;préhensile
prehension;préhension
prehistoire;préhistoire
prehistoires;préhistoires
prehistoriens;préhistoriens
prehistorique;préhistorique
prehistoriques;préhistoriques
preindustriel;préindustriel
preindustrielle;préindustrielle
preislamiques;préislamiques
prejudice;préjudice
prejudices;préjudices
prejudiciable;préjudiciable
prejudiciables;préjudiciables
prejudiciel;préjudiciel
prejudicielle;préjudicielle
prejuge;préjugé
prejuges;préjugés
prelat;prélat
prelats;prélats
prelevee;prélevée
prelevees;prélevées
prelevement;prélèvement
prelevements;prélèvements
prelever;prélever
preleves;prélevés
preliminaire;préliminaire
preliminaires;préliminaires
prelude;prélude
preludes;préludes
premature;prématuré
prematuree;prématurée
prematurees;prématurées
prematurement;prématurément
prematures;prématurés
prematurite;prématurité
premices;prémices
premiere;première
premierement;premièrement
premieres;premières
premisses;prémisses
premontre;prémontré
premontres;prémontrés
premunir;prémunir
prenatal;prénatal
prenatale;prénatale
prenatales;prénatales
prenom;prénom
prenoms;prénoms
prenotions;prénotions
preoccupant;préoccupant
preoccupante;préoccupante
preoccupants;préoccupants
preoccupation;préoccupation
preoccupations;préoccupations
preoccupent;préoccupent
preoccuper;préoccuper
preoccupes;préoccupés
preoperatoire;préopératoire
preordre;préordre
prepara;prépara
preparaient;préparaient
preparant;préparant
preparateur;préparateur
preparateurs;préparateurs
preparation;préparation
preparations;préparations
preparatoire;préparatoire
preparatoires;préparatoires
preparatrice;préparatrice
preparatrices;préparatrices
preparee;préparée
preparees;préparées
preparent;préparent
preparer;préparer
preparerait;préparerait
prepareront;prépareront
prepares;préparés
preparons;préparons
preponderance;prépondérance
preponderant;prépondérant
preponderante;prépondérante
preponderantes;prépondérantes
preponderants;prépondérants
prepose;préposé
preposes;préposés
preposition;préposition
prepositionnelles;prépositionnelles
prepositionnels;prépositionnels
prepositions;prépositions
prepublication;prépublication
prepublications;prépublications
prerentree;prérentrée
prerogative;prérogative
prerogatives;prérogatives
preromantisme;préromantisme
presage;présage
presager;présager
presages;présages
presbytere;presbytère
prescolaire;préscolaire
prescolaires;préscolaires
preseances;préséances
preselection;présélection
preselectionne;présélectionné
preselectionnee;présélectionnée
preselectionnes;présélectionnés
preselections;présélections
presence;présence
presences;présences
present;présent
presenta;présenta
presentable;présentable
presentables;présentables
presentaient;présentaient
presentait;présentait
presentant;présentant
presentateur;présentateur
presentation;présentation
presentations;présentations
presentee;présentée
presentees;présentées
presentement;présentement
presentent;présentent
presenter;présenter
presentera;présentera
presenterai;présenterai
presenteraient;présenteraient
presenterait;présenterait
presenterons;présenterons
presenteront;présenteront
presentoirs;présentoirs
presentons;présentons
presents;présents
preservant;préservant
preservation;préservation
preservee;préservée
preservees;préservées
preservent;préservent
preserver;préserver
preserves;préservés
preservez;préservez
presidais;présidais
presidait;présidait
presidant;présidant
presidee;présidée
presidees;présidées
presidence;présidence
presidences;présidences
president;président
presidente;présidente
presidentes;présidentes
presidentialisation;présidentialisation
presidentialisme;présidentialisme
presidentialiste;présidentialiste
presidentiel;présidentiel
presidentielle;présidentielle
presidentielles;présidentielles
presidentiels;présidentiels
presidents;présidents
presider;présider
presiderai;présiderai
presides;présidés
presidium;présidium
presocratiques;présocratiques
presomption;présomption
presomptions;présomptions
pressee;pressée
pressurisee;pressurisée
pressurisees;pressurisées
presume;présumé
presumee;présumée
presumees;présumées
presumer;présumer
presumes;présumés
presupposes;présupposés
presuppositions;présuppositions
presure;présure
pret;prêt
pretant;prêtant
pretee;prêtée
pretees;prêtées
pretend;prétend
pretendants;prétendants
pretendent;prétendent
pretendre;prétendre
pretendu;prétendu
pretendue;prétendue
pretendument;prétendument
pretendus;prétendus
pretent;prêtent
pretentions;prétentions
preter;prêter
preteur;prêteur
preteuses;prêteuses
pretexte;prétexte
pretoire;prétoire
pretoires;prétoires
pretorien;prétorien
pretorienne;prétorienne
pretoriens;prétoriens
pretraitement;prétraitement
pretraitements;prétraitements
pretre;prêtre
pretres;prêtres
pretrise;prêtrise
prets;prêts
prevalait;prévalait
prevalant;prévalant
prevalence;prévalence
prevalences;prévalences
prevalues;prévalues
prevaudra;prévaudra
prevenant;prévenant
prevenir;prévenir
preventeur;préventeur
preventif;préventif
preventifs;préventifs
prevention;prévention
preventions;préventions
preventive;préventive
preventives;préventives
prevenu;prévenu
preverbes;préverbes
previendrait;préviendrait
previens;préviens
previent;prévient
previs;prévis
previsibilite;prévisibilité
previsible;prévisible
previsibles;prévisibles
prevision;prévision
previsionnel;prévisionnel
previsionnelle;prévisionnelle
previsionnelles;prévisionnelles
previsionnels;prévisionnels
previsions;prévisions
prevoie;prévoie
prevoient;prévoient
prevoir;prévoir
prevois;prévois
prevoit;prévoit
prevost;prévost
prevot;prévôt
prevotes;prévôtés
prevoyaient;prévoyaient
prevoyait;prévoyait
prevoyance;prévoyance
prevoyant;prévoyant
prevoyons;prévoyons
prevu;prévu
prevue;prévue
prevues;prévues
prevus;prévus
priere;prière
prieres;prières
primaute;primauté
primee;primée
primees;primées
princiere;princière
princieres;princières
principaute;principauté
principautes;principautés
printaniere;printanière
priorite;priorité
priorites;priorités
prisee;prisée
privaute;privauté
privee;privée
privees;privées
privilege;privilège
privileges;privilèges
privilegiaient;privilégiaient
privilegiait;privilégiait
privilegiant;privilégiant
privilegiee;privilégiée
privilegiees;privilégiées
privilegient;privilégient
privilegier;privilégier
privilegies;privilégiés
privilegions;privilégions
probabilisee;probabilisée
probabilisees;probabilisées
probabilite;probabilité
probabilites;probabilités
probite;probité
problematique;problématique
problematiques;problématiques
problematisation;problématisation
problematisations;problématisations
probleme;problème
problemes;problèmes
procedant;procédant
procedee;procédée
procedees;procédées
procedent;procèdent
proceder;procéder
procedons;procédons
procedural;procédural
procedurale;procédurale
procedurales;procédurales
proceduraux;procéduraux
procedure;procédure
procedures;procédures
proces;procès
proclamee;proclamée
procreation;procréation
procreations;procréations
procreer;procréer
productivite;productivité
productivites;productivités
proeminence;proéminence
proeminences;proéminences
professionnalisee;professionnalisée
profilee;profilée
profondement;profondément
progeniteur;progéniteur
progeniteurs;progéniteurs
progeniture;progéniture
progesterone;progestérone
programmee;programmée
programmees;programmées
progres;progrès
progressee;progressée
projete;projeté
projetee;projetée
projetees;projetées
projetes;projetés
prolegomenes;prolégomènes
proletaires;prolétaires
proletariat;prolétariat
proletarienne;prolétarienne
proliferateurs;proliférateurs
proliferatif;prolifératif
proliferatifs;prolifératifs
proliferation;prolifération
proliferations;proliférations
proliferative;proliférative
proliferatives;prolifératives
proliferer;proliférer
prolongee;prolongée
prolongees;prolongées
promethee;prométhée
promethium;prométhium
prone;prôné
prononcee;prononcée
prononcees;prononcées
propagee;propagée
propedeutique;propédeutique
propene;propène
prophete;prophète
prophetes;prophètes
prophetie;prophétie
propheties;prophéties
prophetique;prophétique
prophetiques;prophétiques
prophetisme;prophétisme
proportionnalite;proportionnalité
proportionnee;proportionnée
proposee;proposée
proposees;proposées
proprete;propreté
propretes;propretés
proprietaire;propriétaire
proprietaires;propriétaires
propriete;propriété
proprietes;propriétés
propylene;propylène
proselytes;prosélytes
prosopopee;prosopopée
prospere;prospère
prosperer;prospérer
prosperite;prospérité
prosperites;prospérités
prostituees;prostituées
proteacees;protéacées
protease;protéase
proteases;protéases
protee;protée
protegeaient;protégeaient
protegeant;protégeant
protegee;protégée
protegees;protégées
protegent;protègent
proteger;protéger
proteges;protégés
proteiforme;protéiforme
proteine;protéine
proteines;protéines
proteinurie;protéinurie
proteique;protéique
proteiques;protéiques
proteisme;protéisme
proteolyse;protéolyse
proteolyses;protéolyses
proteolytique;protéolytique
proteolytiques;protéolytiques
prothese;prothèse
protheses;prothèses
prothesiste;prothésiste
prothetique;prothétique
prothetiques;prothétiques
protoetoile;protoétoile
protuberances;protubérances
prouvee;prouvée
prouvees;prouvées
provoquee;provoquée
provoquees;provoquées
proxemique;proxémique
proxemiques;proxémiques
proximite;proximité
proximites;proximités
prytanee;prytanée
psyche;psyché
psychedelique;psychédélique
psychedeliques;psychédéliques
psychogenes;psychogènes
psychogenese;psychogenèse
psychomecanique;psychomécanique
psychometrie;psychométrie
psychometrique;psychométrique
psychometriques;psychométriques
psychomotricite;psychomotricité
psychonevroses;psychonévroses
psychopedagogie;psychopédagogie
psychosystematique;psychosystématique
psychotherapeute;psychothérapeute
psychotherapeutes;psychothérapeutes
psychotherapeutique;psychothérapeutique
psychotherapeutiques;psychothérapeutiques
psychotherapie;psychothérapie
psychotherapies;psychothérapies
psychotherapique;psychothérapique
psychrometre;psychromètre
ptolemaique;ptolémaïque
ptolemee;ptolémée
pubere;pubère
puberes;pubères
puberte;puberté
publicisee;publicisée
publicite;publicité
publicites;publicités
publiee;publiée
publiees;publiées
puericultrice;puéricultrice
puericultrices;puéricultrices
puericulture;puériculture
puerilite;puérilité
pugnacite;pugnacité
pulmones;pulmonés
pulsee;pulsée
pulsees;pulsées
pulverisation;pulvérisation
pulverisations;pulvérisations
pulverise;pulvérisé
pulverises;pulvérisés
pulverulents;pulvérulents
purete;pureté
puretes;puretés
purifiee;purifiée
purifiees;purifiées
putrefaction;putréfaction
pycnometre;pycnomètre
pygmees;pygmées
pylones;pylônes
pyogenes;pyogènes
pyrene;pyrène
pyreneen;pyrénéen
pyreneenne;pyrénéenne
pyreneennes;pyrénéennes
pyreneens;pyrénéens
pyrenees;pyrénées
pyrenes;pyrènes
pyretiques;pyrétiques
pyroelectricite;pyroélectricité
pyroelectrique;pyroélectrique
pyroelectriques;pyroélectriques
pyrometre;pyromètre
pyrometres;pyromètres
pyrometrie;pyrométrie
pyrometrique;pyrométrique
pyroxenes;pyroxènes
quadrilateral;quadrilatéral
quadrilateraux;quadrilatéraux
quadrilatere;quadrilatère
quadrilateres;quadrilatères
quadripole;quadripôle
quadripoles;quadripôles
qualifiee;qualifiée
qualifiees;qualifiées
qualite;qualité
qualites;qualités
quantifiee;quantifiée
quantifiees;quantifiées
quantite;quantité
quantites;quantités
quarantieme;quarantième
quartzifere;quartzifère
quatorzieme;quatorzième
quatorziemes;quatorzièmes
quatrieme;quatrième
quatriemes;quatrièmes
quebec;québec
quebecois;québécois
quebecoise;québécoise
quebecoises;québécoises
quete;quête
quetes;quêtes
queteurs;quêteurs
quinoleine;quinoléine
quinoleines;quinoléines
quinzieme;quinzième
quinziemes;quinzièmes
quittee;quittée
quotite;quotité
quotites;quotités
racemique;racémique
racemiques;racémiques
rachete;racheté
rachetee;rachetée
raclee;raclée
racontee;racontée
racontees;racontées
radicalisee;radicalisée
radiesthesie;radiesthésie
radioactivite;radioactivité
radioactivites;radioactivités
radiodetection;radiodétection
radiodiffusees;radiodiffusées
radioecologie;radioécologie
radioelectricite;radioélectricité
radioelectrique;radioélectrique
radioelectriques;radioélectriques
radioelement;radioélément
radioelements;radioéléments
radiofrequence;radiofréquence
radiofrequences;radiofréquences
radioguidee;radioguidée
radiometre;radiomètre
radiometres;radiomètres
radiometrie;radiométrie
radiometrique;radiométrique
radiometriques;radiométriques
radionucleide;radionucléide
radionucleides;radionucléides
radioresistance;radiorésistance
radiosensibilite;radiosensibilité
radiosynthese;radiosynthèse
radiotelegraphiste;radiotélégraphiste
radiotelescopes;radiotélescopes
radiotherapeutes;radiothérapeutes
radiotherapie;radiothérapie
radiotherapies;radiothérapies
radiotherapique;radiothérapique
rafraichissement;rafraîchissement
raia;raïa
rainee;rainée
raisonnee;raisonnée
rallongee;rallongée
ramee;ramée
ramenee;ramenée
randonnee;randonnée
randonnees;randonnées
rangee;rangée
rapatriees;rapatriées
raphael;raphaël
raphe;raphé
rapidite;rapidité
rappele;rappelé
rappelee;rappelée
rappelees;rappelées
rappeles;rappelés
rapportee;rapportée
rapportees;rapportées
rapprochee;rapprochée
rapprochees;rapprochées
rarefaction;raréfaction
rarefies;raréfiés
rarete;rareté
rassemblees;rassemblées
ratee;ratée
ratifiee;ratifiée
rationalisee;rationalisée
rationalisees;rationalisées
rationalite;rationalité
rationalites;rationalités
rattachee;rattachée
rattachees;rattachées
rayonnee;rayonnée
re;ré
rea;réa
reac;réac
reacteur;réacteur
reacteurs;réacteurs
reactif;réactif
reactifs;réactifs
reaction;réaction
reactionnaire;réactionnaire
reactionnaires;réactionnaires
reactionnel;réactionnel
reactionnelle;réactionnelle
reactionnelles;réactionnelles
reactionnels;réactionnels
reactions;réactions
reactivation;réactivation
reactivee;réactivée
reactiver;réactiver
reactives;réactives
reactivite;réactivité
reactivites;réactivités
readaptation;réadaptation
readapter;réadapter
readmissions;réadmissions
reaffirmation;réaffirmation
reaffirmee;réaffirmée
reaffirmer;réaffirmer
reagir;réagir
reagissant;réagissant
reagissent;réagissent
reagit;réagit
reajustement;réajustement
reajustements;réajustements
reajuster;réajuster
real;réal
realisa;réalisa
realisable;réalisable
realisables;réalisables
realisaient;réalisaient
realisais;réalisais
realisait;réalisait
realisant;réalisant
realisateur;réalisateur
realisateurs;réalisateurs
realisation;réalisation
realisations;réalisations
realisatrice;réalisatrice
realisatrices;réalisatrices
realisee;réalisée
realisees;réalisées
realisent;réalisent
realiser;réaliser
realisera;réalisera
realiserons;réaliserons
realiseront;réaliseront
realisme;réalisme
realismes;réalismes
realisons;réalisons
realiste;réaliste
realistes;réalistes
realite;réalité
realites;réalités
reamenagement;réaménagement
reamenagements;réaménagements
reanimateur;réanimateur
reanimateurs;réanimateurs
reanimation;réanimation
reanimations;réanimations
reanimes;réanimés
reant;réant
reapparaitre;réapparaître
reapparition;réapparition
reapparu;réapparu
reapprentissage;réapprentissage
rearrangement;réarrangement
rearrangements;réarrangements
reassurance;réassurance
reaux;réaux
rebaptisee;rebaptisée
rebecca;rébecca
rebellion;rébellion
recalcitrance;récalcitrance
recalcitrantes;récalcitrantes
recalcitrants;récalcitrants
recapitulant;récapitulant
recapitulatif;récapitulatif
recapitulatifs;récapitulatifs
recapitulation;récapitulation
recapitulative;récapitulative
recapitule;récapitule
recapitulee;récapitulée
recapituler;récapituler
recapitules;récapitulés
recele;recèle
recelent;recèlent
recemment;récemment
recensee;recensée
recensees;recensées
recent;récent
recente;récente
recentes;récentes
recentree;recentrée
recentrees;recentrées
recents;récents
recepteur;récepteur
recepteurs;récepteurs
receptif;réceptif
reception;réception
receptions;réceptions
receptivite;réceptivité
receptrices;réceptrices
recession;récession
recessions;récessions
recessive;récessive
recevabilite;recevabilité
rechappes;réchappés
rechauffement;réchauffement
recherchee;recherchée
recherchees;recherchées
recidivante;récidivante
recidivantes;récidivantes
recidive;récidive
recidives;récidives
recidiviste;récidiviste
recidivistes;récidivistes
recif;récif
recifale;récifale
recifales;récifales
recifaux;récifaux
recifs;récifs
recipiendaire;récipiendaire
recipiendaires;récipiendaires
recipient;récipient
recipients;récipients
reciprocite;réciprocité
reciprocites;réciprocités
reciproque;réciproque
reciproquement;réciproquement
reciproques;réciproques
recit;récit
recital;récital
recitante;récitante
recitants;récitants
recitatifs;récitatifs
reciter;réciter
recits;récits
reclamait;réclamait
reclamant;réclamant
reclamants;réclamants
reclamation;réclamation
reclamations;réclamations
reclament;réclament
reclamer;réclamer
reclusion;réclusion
recolements;récolements
recoltant;récoltant
recoltants;récoltants
recolte;récolte
recoltee;récoltée
recoltees;récoltées
recolter;récolter
recombinees;recombinées
recommandee;recommandée
recommandees;recommandées
recompensant;récompensant
recompensee;récompensée
recompensees;récompensées
recompenser;récompenser
recomposee;recomposée
recomposees;recomposées
reconciliation;réconciliation
reconciliations;réconciliations
reconcilie;réconcilié
reconcilier;réconcilier
reconfort;réconfort
reconforte;réconforte
reconquerir;reconquérir
reconquete;reconquête
reconquetes;reconquêtes
reconsiderees;reconsidérées
reconsiderer;reconsidérer
reconstituee;reconstituée
reconstituees;reconstituées
recre;récré
recreatifs;récréatifs
recreative;récréative
recreatives;récréatives
recree;recrée
recreee;recréée
recreent;recréent
recreer;recréer
recreons;recréons
recrire;récrire
recristallisee;recristallisée
recristallisees;recristallisées
recrutee;recrutée
recrutees;recrutées
rectifiee;rectifiée
reculee;reculée
recuperable;récupérable
recuperant;récupérant
recuperateur;récupérateur
recuperateurs;récupérateurs
recuperation;récupération
recuperations;récupérations
recupere;récupéré
recuperee;récupérée
recuperer;récupérer
recuperes;récupérés
recurant;récurant
recurent;récurent
recurrence;récurrence
recurrences;récurrences
recurrent;récurrent
recurrente;récurrente
recurrentes;récurrentes
recurrents;récurrents
recursif;récursif
recursifs;récursifs
recursives;récursives
recursivite;récursivité
recusation;récusation
recuse;récusé
recyclee;recyclée
recyclees;recyclées
redacteur;rédacteur
redacteurs;rédacteurs
redaction;rédaction
redactionnel;rédactionnel
redactionnelle;rédactionnelle
redactionnelles;rédactionnelles
redactionnels;rédactionnels
redactions;rédactions
redactrice;rédactrice
redactrices;rédactrices
redecoupage;redécoupage
redecouverte;redécouverte
redecouvrent;redécouvrent
redecouvrir;redécouvrir
redefini;redéfini
redefinie;redéfinie
redefinir;redéfinir
redefinissais;redéfinissais
redefinissent;redéfinissent
redefinit;redéfinit
redefinition;redéfinition
redefinitions;redéfinitions
redemandees;redemandées
redemarrage;redémarrage
redemarre;redémarré
redemarrer;redémarrer
redemption;rédemption
redemptions;rédemptions
redeploiement;redéploiement
redeploiements;redéploiements
redeploye;redéployé
redeployes;redéployés
redepose;redéposé
redeposee;redéposée
redeposer;redéposer
redeposerons;redéposerons
redhibitoire;rédhibitoire
redigea;rédigea
redigeant;rédigeant
redigee;rédigée
redigees;rédigées
redigent;rédigent
redigeons;rédigeons
rediger;rédiger
redigerai;rédigerai
rediges;rédigés
reductase;réductase
reducteur;réducteur
reducteurs;réducteurs
reductible;réductible
reductibles;réductibles
reduction;réduction
reductionnisme;réductionnisme
reductionniste;réductionniste
reductions;réductions
reductrice;réductrice
reductrices;réductrices
reduire;réduire
reduisait;réduisait
reduisant;réduisant
reduisent;réduisent
reduit;réduit
reduite;réduite
reduites;réduites
reduits;réduits
reduplication;réduplication
reecrire;réécrire
reecrit;réécrit
reecrite;réécrite
reecrites;réécrites
reecriture;réécriture
reecritures;réécritures
reedite;réédité
reedites;réédités
reedition;réédition
reeditions;rééditions
reeducateur;rééducateur
reeducateurs;rééducateurs
reeducation;rééducation
reeducations;rééducations
reeduquer;rééduquer
reel;réel
reelection;réélection
reelle;réelle
reellement;réellement
reelles;réelles
reels;réels
reelu;réélu
reelue;réélue
reemploi;réemploi
reemplois;réemplois
reentrainements;réentraînements
reequilibrage;rééquilibrage
reequilibrant;rééquilibrant
reequilibrer;rééquilibrer
reequipement;rééquipement
rees;rées
reevaluant;réévaluant
reevaluation;réévaluation
reevaluations;réévaluations
reevalue;réévalué
reevaluer;réévaluer
reexaminer;réexaminer
refection;réfection
refectoire;réfectoire
referant;référant
referee;référée
referees;référées
referencee;référencée
referencees;référencées
referencement;référencement
referencements;référencements
referendaire;référendaire
referendaires;référendaires
referentiel;référentiel
referentielle;référentielle
referentielles;référentielles
referentiels;référentiels
referents;référents
referer;référer
referes;référés
refermee;refermée
reflechi;réfléchi
reflechie;réfléchie
reflechies;réfléchies
reflechir;réfléchir
reflechira;réfléchira
reflechissant;réfléchissant
reflechissante;réfléchissante
reflechissants;réfléchissants
reflechissons;réfléchissons
reflechit;réfléchit
reflectance;réflectance
reflectances;réflectances
reflecteur;réflecteur
reflecteurs;réflecteurs
reflectivite;réflectivité
reflectometre;réflectomètre
refletant;reflétant
reflete;reflète
refletent;reflètent
refleter;refléter
refletes;reflétés
reflexe;réflexe
reflexif;réflexif
reflexifs;réflexifs
reflexion;réflexion
reflexions;réflexions
reflexive;réflexive
reflexives;réflexives
reflexivite;réflexivité
reflexivites;réflexivités
reformateur;réformateur
reformateurs;réformateurs
reformation;réformation
reformatrices;réformatrices
reformee;réformée
reformees;réformées
reformisme;réformisme
reformismes;réformismes
reformiste;réformiste
reformistes;réformistes
reformulee;reformulée
refoulee;refoulée
refractaire;réfractaire
refractaires;réfractaires
refractee;réfractée
refraction;réfraction
refractive;réfractive
refractometres;réfractomètres
refractometrie;réfractométrie
refrigerant;réfrigérant
refrigerantes;réfrigérantes
refrigerants;réfrigérants
refrigerateur;réfrigérateur
refrigeration;réfrigération
refrigere;réfrigéré
refugie;réfugié
refugiee;réfugiée
refugier;réfugier
refugies;réfugiés
refusee;refusée
refuserent;refusèrent
refutabilite;réfutabilité
refutation;réfutation
refutations;réfutations
refute;réfuté
refutee;réfutée
regal;régal
regardee;regardée
regardees;regardées
regates;régates
regence;régence
regenerateur;régénérateur
regenerateurs;régénérateurs
regeneratif;régénératif
regeneratifs;régénératifs
regeneration;régénération
regenerations;régénérations
regenerative;régénérative
regeneratives;régénératives
regeneratrice;régénératrice
regenerees;régénérées
regenerer;régénérer
regeneres;régénérés
regenerescence;régénérescence
regent;régent
regente;régente
regi;régi
regicides;régicides
regie;régie
regies;régies
regime;régime
regiment;régiment
regiments;régiments
regimes;régimes
region;région
regional;régional
regionale;régionale
regionalement;régionalement
regionales;régionales
regionalisation;régionalisation
regionaliser;régionaliser
regionalisme;régionalisme
regionalismes;régionalismes
regionaliste;régionaliste
regionaux;régionaux
regions;régions
regir;régir
regis;régis
regissant;régissant
regissent;régissent
regisseur;régisseur
regit;régit
reglables;réglables
reglage;réglage
reglages;réglages
reglees;réglées
reglement;règlement
reglementaire;réglementaire
reglementairement;réglementairement
reglementaires;réglementaires
reglementation;réglementation
reglementations;réglementations
reglementee;réglementée
reglementees;réglementées
reglementer;réglementer
reglementes;réglementés
reglements;règlements
regler;régler
regles;règles
regnant;régnant
regnent;règnent
regner;régner
regnes;règnes
regresse;régresse
regresser;régresser
regressifs;régressifs
regression;régression
regressions;régressions
regressive;régressive
regroupee;regroupée
regroupees;regroupées
regulant;régulant
regularisant;régularisant
regularisation;régularisation
regularisee;régularisée
regularisees;régularisées
regulariser;régulariser
regularises;régularisés
regularite;régularité
regularites;régularités
regulateur;régulateur
regulateurs;régulateurs
regulation;régulation
regulations;régulations
regulatrice;régulatrice
regulatrices;régulatrices
regulee;régulée
regulees;régulées
regulent;régulent
reguler;réguler
regules;régulés
regulier;régulier
reguliere;régulière
regulierement;régulièrement
regulieres;régulières
reguliers;réguliers
rehabilitation;réhabilitation
rehabilitations;réhabilitations
rehabilite;réhabilité
rehabilitee;réhabilitée
rehabiliter;réhabiliter
rehabilitons;réhabilitons
reification;réification
reifications;réifications
reifier;réifier
reimplanter;réimplanter
reimpression;réimpression
reinjecter;réinjecter
reinjectes;réinjectés
reinjection;réinjection
reinjections;réinjections
reinscription;réinscription
reinscriptions;réinscriptions
reinscrire;réinscrire
reinscrite;réinscrite
reinsertion;réinsertion
reinstallation;réinstallation
reinstallations;réinstallations
reinstaller;réinstaller
reintegration;réintégration
reintegree;réintégrée
reintegrer;réintégrer
reintegres;réintégrés
reinterpretation;réinterprétation
reinterpretations;réinterprétations
reinterpretees;réinterprétées
reinterpreter;réinterpréter
reinterpretons;réinterprétons
reintroduction;réintroduction
reinvente;réinventé
reinventee;réinventée
reinventer;réinventer
reinventes;réinventés
reinvention;réinvention
reinventons;réinventons
reinvite;réinvité
reiterations;réitérations
reiteree;réitérée
reiterer;réitérer
rejete;rejeté
rejetee;rejetée
rejetees;rejetées
rejouis;réjouis
rejouissances;réjouissances
relache;relâché
relachee;relâchée
relaches;relâchés
relancee;relancée
relarguees;relarguées
relatee;relatée
relatees;relatées
relativite;relativité
relaxee;relaxée
relaxees;relaxées
relayee;relayée
relayees;relayées
relegation;relégation
releguees;reléguées
relegues;relégués
relevees;relevées
relevement;relèvement
relevements;relèvements
relevent;relèvent
relevera;relèvera
releverai;relèverai
releverait;relèverait
reliee;reliée
reliees;reliées
religiosite;religiosité
religiosites;religiosités
reluctance;réluctance
reluctances;réluctances
remanence;rémanence
remanences;rémanences
remanent;rémanent
remanente;rémanente
remanentes;rémanentes
remaniee;remaniée
remaniees;remaniées
remarquee;remarquée
remede;remède
remedes;remèdes
remediee;remédiée
remedier;remédier
rememoration;remémoration
rememorer;remémorer
remi;rémi
reminiscence;réminiscence
reminiscences;réminiscences
remission;rémission
remodele;remodelé
remodelee;remodelée
remodelent;remodèlent
remodeles;remodelés
remontee;remontée
remontees;remontées
remplacee;remplacée
remplacees;remplacées
remportee;remportée
remuneration;rémunération
remunerations;rémunérations
remuneree;rémunérée
remunerees;rémunérées
remunerer;rémunérer
remuneres;rémunérés
renait;renaît
renaitre;renaître
renal;rénal
renale;rénale
renales;rénales
renardieres;renardières
renaux;rénaux
rencontree;rencontrée
rencontrees;rencontrées
rene;rené
renee;renée
renegats;renégats
renegociation;renégociation
renegociations;renégociations
renfermee;renfermée
renforcee;renforcée
renforcees;renforcées
renine;rénine
renommee;renommée
renommees;renommées
renouee;renouée
renouees;renouées
renouvele;renouvelé
renouvelee;renouvelée
renouvelees;renouvelées
renouveles;renouvelés
renovateur;rénovateur
renovateurs;rénovateurs
renovation;rénovation
renovations;rénovations
renove;rénové
renovee;rénovée
renover;rénover
renoves;rénovés
renseignee;renseignée
renseignees;renseignées
rentabilite;rentabilité
rentabilites;rentabilités
rentee;rentée
rentree;rentrée
rentrees;rentrées
renversees;renversées
renvoye;renvoyé
renvoyee;renvoyée
renvoyees;renvoyées
renvoyes;renvoyés
reorganisation;réorganisation
reorganisations;réorganisations
reorganisee;réorganisée
reorganisees;réorganisées
reorganiser;réorganiser
reorganises;réorganisés
reorientant;réorientant
reorientation;réorientation
reorientations;réorientations
reorientee;réorientée
reorientees;réorientées
reorientent;réorientent
reorienter;réorienter
reorientes;réorientés
reouverture;réouverture
repand;répand
repandre;répandre
repandu;répandu
repandue;répandue
repandus;répandus
reparable;réparable
reparables;réparables
reparation;réparation
reparations;réparations
reparatrice;réparatrice
repare;réparé
reparees;réparées
reparer;réparer
repares;réparés
repartissant;répartissant
repartiteurs;répartiteurs
repartition;répartition
repartitions;répartitions
repensee;repensée
reperage;repérage
reperages;repérages
reperant;repérant
repercussion;répercussion
repercussions;répercussions
repercutant;répercutant
repercute;répercute
repercutee;répercutée
repercutent;répercutent
repercuter;répercuter
repercutes;répercutés
repercutions;répercutions
reperees;repérées
reperer;repérer
repertoire;répertoire
repertoires;répertoires
repertoriant;répertoriant
repertoriee;répertoriée
repertoriees;répertoriées
repertorier;répertorier
repertories;répertoriés
repetee;répétée
repetees;répétées
repeter;répéter
repeterai;répéterai
repetes;répétés
repeteur;répéteur
repetions;répétions
repetiteur;répétiteur
repetiteurs;répétiteurs
repetitifs;répétitifs
repetition;répétition
repetitions;répétitions
repetitive;répétitive
repetitives;répétitives
repetitivite;répétitivité
repetitorat;répétitorat
repit;répit
repits;répits
replacees;replacées
replicatif;réplicatif
replicatifs;réplicatifs
replication;réplication
replications;réplications
repliees;repliées
repliquees;répliquées
repliquer;répliquer
repond;répond
repondaient;répondaient
repondait;répondait
repondant;répondant
repondante;répondante
repondants;répondants
reponde;réponde
repondent;répondent
repondons;répondons
repondra;répondra
repondre;répondre
repondrons;répondrons
reponds;réponds
repondu;répondu
reponse;réponse
reponses;réponses
reportee;reportée
reportees;reportées
repoussee;repoussée
represailles;représailles
representa;représenta
representaient;représentaient
representais;représentais
representait;représentait
representant;représentant
representante;représentante
representantes;représentantes
representants;représentants
representatif;représentatif
representatifs;représentatifs
representation;représentation
representations;représentations
